"title","description","images","author","content","role"
"ddd","","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2",,""
"111111","","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2","",""
"dddd","","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2",,"Backend"
"loc so 2","","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2","","Frontend"
"dsds","","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2",,""
"xxxxx","","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2","","Backend"
"dsdsd","","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2",,""
"dsdsd","","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2",,""
"","","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2",,""
"dsdsdsd","","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2",,""
"sadsad","","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2",,""
"xxxx","","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2",,"Backend"
"dsd","","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2",,"Frontend"
"zxc","","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2",,"Frontend"
"added","czxcz","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2",,"Frontend"
"ccccxzczczxc","dasdasdsd","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2",,"Frontend"
"dddd","ddddddddddddddddddddddddddddddddddddddd","blob:http://localhost:3000/89aacb8f-722a-4912-8887-1bc1fbee56c7","66ed7b2fe7e1fe197f2599c2","","Frontend"
"xxxzz","ok bbi","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2","<p>testtttt</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p><strong>loc dep trai</strong></p>
<p>&nbsp;</p>
<p><strong>khoa hoc dau mua</strong></p>","Frontend"
"finish","","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2","<h3><strong>Ban se lam duoc gi sau khoa hoc ? :</strong></h3>
<ul>
<li>Xay dung nodejs</li>
<li>Xay dung restful api</li>
<li>Tim hieu middleware</li>
</ul>
<h3>Nodejs <strong>la gi ?</strong></h3>
<p>Mo ta &nbsp;Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta&nbsp;</p>","Backend"
"text","","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2","<h3><strong>Ban se lam duoc gi sau khoa hoc ? :</strong></h3>
<p>&nbsp;</p>
<ul>
<li>Xay dung nodejs</li>
<li>Xay dung restful api</li>
<li>Tim hieu middleware</li>
</ul>
<p>&nbsp;</p>
<h3>Nodejs <strong>la gi ?</strong></h3>
<p>&nbsp;</p>
<p>Mo ta &nbsp;Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta&nbsp;</p>","Frontend"
"loc loc","","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2","<h2><strong>Ban se lam duoc gi sau khoa hoc ? :</strong></h2>
<p>&nbsp;</p>
<ul>
<li>Xay dung nodejs</li>
<li>Xay dung restful api</li>
<li>Tim hieu middleware</li>
</ul>
<p>&nbsp;</p>
<h2><span style=""color: #169179;""><strong>Nodejs la gi ?</strong></span></h2>
<p>&nbsp;</p>
<p>Mo ta &nbsp;Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta Mo ta&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>","Backend"
"zzz","zzz","","66ed7b2fe7e1fe197f2599c2","<p>This is the initial content of the editor.</p>","Backend"
"sss","ssss","","66ed7b2fe7e1fe197f2599c2","<p>This is the initial content of the editor.</p>",""
"xxxxx","xxxxx","","66ed7b2fe7e1fe197f2599c2","<p>This is the initial content of the editor.</p>",""
"aaaa","aaaa","","66ed7b2fe7e1fe197f2599c2","<p>This is the initial content of the editor.</p>","Backend"
"Locle","11111","","66ed7b2fe7e1fe197f2599c2","<p>This is the initial content of the editor.</p>","Backend"
"9999","99999","","66ed7b2fe7e1fe197f2599c2","<p>This is the initial content of the editor.</p>","Backend"
"locccc","ssss","https://res.cloudinary.com/ddbod5k0w/image/upload/v1728015507/fsestazifxg0edvmnuvk.png","66ed7b2fe7e1fe197f2599c2","<p>This is the initial content of the editor.</p>
<div id=""eJOY__extension_root"" class=""eJOY__extension_root_class"" style=""all: unset;""></div>","Backend"
"123123","test","https://res.cloudinary.com/ddbod5k0w/image/upload/v1728015584/icc0sksik0eawuda7h54.png","66ed7b2fe7e1fe197f2599c2","<p>This is the initial content of the editor.</p>","Backend"
"React","react","https://res.cloudinary.com/ddbod5k0w/image/upload/v1728059872/hyh0aclcph7hy51ajika.png","66ed7b2fe7e1fe197f2599c2","<p><span style=""color: #e03e2d;""><strong>reactjss</strong></span></p>","Frontend"
"3","rrr","https://res.cloudinary.com/ddbod5k0w/image/upload/v1728060067/gwfp6igrybawollk74ai.jpg","66ed7b2fe7e1fe197f2599c2","<p>rrrr</p>","Backend"
"2","locccc","https://res.cloudinary.com/ddbod5k0w/image/upload/v1728142766/v4vqmwmuars42pf79b0f.png","66ed7b2fe7e1fe197f2599c2","<p><span style=""color: #e03e2d;""><strong>loccc</strong></span></p>","Backend"
"1","","","66ed7b2fe7e1fe197f2599c2","<p>This is the initial content of the editor.</p>",""
"bar","bar","blob:http://localhost:3000/d475a7c6-8e33-4b4e-be05-8991e6e7852c","66ed7b2fe7e1fe197f2599c2","<p>This is the initial content of the editor.</p>","Backend"
"ok","","","66f02f858b509e87c09456b4","<p>This is the initial content of the editor.</p>","Backend"
"leloc","","","66ed7b2fe7e1fe197f2599c2","<p>This is the initial content of the editor.</p>","Backend"
"locneeeeee","","","670d5799f498f2f5d25de8b9","<p>This is the initial content of the editor.</p>",""
"cccc","","","670d277989715a2e24ddd58d","<p>This is the initial content of the editor.</p>",""
"ccccxzczxccsdasd","","","66f02f858b509e87c09456b4","<p>This is the initial content of the editor.</p>",""
"dasdadawd","","","670d277989715a2e24ddd58d","<p>This is the initial content of the editor.</p>",""
"newwwww","","","670d277989715a2e24ddd58d","<p>This is the initial content of the editor.</p>",""
"cccccc","","","66f02f858b509e87c09456b4","<p>This is the initial content of the editor.</p>",""
"dep trai ne edit","","","66ed7b2fe7e1fe197f2599c2","<p>This is the initial content of the editor.</p>",""
"aaa","","","66ed7b2fe7e1fe197f2599c2","<p>This is the initial content of the editor.</p>",""
"aaaa","","","66ed7b2fe7e1fe197f2599c2","<p>This is the initial content of the editor.</p>",""
"ok","","","670d277989715a2e24ddd58d","<p>This is the initial content of the editor.</p>",""
"ok bbiddd","","","670d277989715a2e24ddd58d","<p>This is the initial content of the editor.</p>",""
"ddd","","","670d277989715a2e24ddd58d","<p>This is the initial content of the editor.</p>",""
"load","","","670d277989715a2e24ddd58d","<p>This is the initial content of the editor.</p>",""
"cccc","","","670d277989715a2e24ddd58d","<p>This is the initial content of the editor.</p>",""
"ccc","","","66f02f858b509e87c09456b4","<p>This is the initial content of the editor.</p>",""
"ccccc","","","66f02f858b509e87c09456b4","<p>This is the initial content of the editor.</p>",""
"ddd","","","66f02f858b509e87c09456b4","<p>This is the initial content of the editor.</p>",""
"NodeNe","Mota","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2",,"User"
"NodeNe","Mota","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2",,"User"
"NodeNe","Mota","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2",,"User"
"NodeNe","Mota","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2",,"User"
"ccc","cccc","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2",,"User"
"aaa","aaa","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2",,"User"
"NodeNe","Mota","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2",,"User"
"ccc","cccc","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2",,"User"
"aaa","aaa","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2",,"User"
"ccc","","","671369f8e618b9376eb6ffbc","<p>This is the initial content of the editor.</p>",""
"ccc","","","671369f8e618b9376eb6ffbc","<p>This is the initial content of the editor.</p>",""
"ccc","","","671369f8e618b9376eb6ffbc","<p>This is the initial content of the editor.</p>",""
"nbb","","","66ed7b2fe7e1fe197f2599c2","<p>This is the initial content of the editor.</p>",""
"NodeNe","Mota","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2",,"User"
"ccc","cccc","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2",,"User"
"aaa","aaa","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2",,"User"
"aaaaa","","","671369f8e618b9376eb6ffbc","<p>This is the initial content of the editor.</p>",""
"NNNNNNN","","","66f02f858b509e87c09456b4","<p>This is the initial content of the editor.</p>",""
"NodeNe","Mota","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2",,"User"
"ccc","cccc","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2",,"User"
"aaa","aaa","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2",,"User"
"loc","","","671369f8e618b9376eb6ffbc","<p>This is the initial content of the editor.</p>","Backend"
"okeee","","","66ed7b2fe7e1fe197f2599c2","<p>This is the initial content of the editor.</p>",""
"okee","loc ne rat vui vi duoc day cac ban nhedsadasdadkdokadpakpoakdopakopdakspdaopskdkpoasd","https://res.cloudinary.com/ddbod5k0w/image/upload/v1729518450/fwpuhiq84gtyzuouxi9i.jpg","66ed7b2fe7e1fe197f2599c2","<p>This is the initial content of the editor.</p>","Frontend"
"edit ne ban oi","dasdadlapdpask opkfospdkfopsdkfops kopsdkfspofkpsodf","https://res.cloudinary.com/ddbod5k0w/image/upload/v1729519168/ifpoglmjjnrruyraxdfc.jpg","66ed7b2fe7e1fe197f2599c2","<p>This is the initial content of the editor.</p>","Backend"
"NodeNe","Mota","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2",,"User"
"ccc","cccc","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2",,"User"
"aaa","aaa","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2",,"User"
"NodeNe","Mota","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2",,"User"
"ccc","cccc","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2",,"User"
"aaa","aaa","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2",,"User"
"NodeNe","Mota","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2",,"User"
"ccc","cccc","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2",,"User"
"aaa","aaa","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2",,"User"
"NodeNe","Mota","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2",,"User"
"ccc","cccc","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2",,"User"
"aaa","aaa","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2",,"User"
"Rat dep luon","Mota","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2","","Backend"
"ccc","cccc","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC5V5g68dTYlES7tgY55eWdnJSChHU27m1kg&s","66ed7b2fe7e1fe197f2599c2",,"User"
